م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
4504,خردوات فرشه ايشادو 10*1 LALA ESSENCE,2,0,5٫09,2,10,0,8,0,7,0,6,0,2025/12/27,,,,,,,,,,,,,,,009070,,0,,10٫1758,خردوات,فرشه ايشادو 10*1 LALA ESSENCE,,,,96٫54,2,0,خردوات,1,نواقص,99999,\us\134\pid\161\f132548637330727202209.png,5,,2025/02/04,,,,,,,,2023/12/30,,-10,2021/04/01,10,#TOOLS ,"TOOLS,ايشادو.فرش,ظلال,العين,MAKE_UP",رويال/ادره المخازن,,,,0,49٫12,5,2022/02/02,فرشه ايشادو 10*1,5٫09,لا,10,8,7,6,5
4505,خردوات فرشه ايشادو 8*1 الوان كيس LALA,0,0,7٫94,0,10,0,9٫5,0,9,0,8٫5,0,2024/01/31,,,,,,,,,,,,,,,009071,,0,,0,خردوات,فرشه ايشادو 8*1 الوان كيس LALA,,,,25٫9,0,0,خردوات,1,نواقص,99999,,6,,2023/10/13,,,,,,,,2023/04/05,,-12,2021/04/01,10,#TOOLS ,"العنايه,بالبشره,فرشه,ايشادو,8*1,الوان,كيس,LALA",رويال/ادره المخازن,,,,0,20٫57,6,2022/02/02,فرشه ايشادو 8*1 الوان كيس LALA,7٫94,لا,10,9٫5,9,8٫5,0
4506,خردوات فرشه بلاشر ELF,1,0,13٫2,1,24,0,20,0,18,0,16٫5,0,2022/09/14,,,,,,,,,,,,,,,009062,,0,,13٫2,خردوات,فرشه بلاشر ELF,,,,81٫82,1,0,خردوات,1,نواقص,99999,\us\134\pid\153\f132550172968207317355.png,12,,2022/09/14,,,,,,,,2022/09/14,,-3,2021/04/01,20,#TOOLS ,"BRUSH, MAKE UP, ELF,TOOL,فرشه,ميك اب,خدود,وجه",رويال / اداره المخازن الاقصر,,,,0,45,12,2022/02/24,فرشه بلاشر ELF,13٫2,لا,24,20,18,16٫5,2
4507,خردوات فرشه بلاشر NOTE,2,0,24٫9,1,55,0,45,0,35,1,32,0,2026/01/09,,,,,,,,,,,,,,,009066,,0,,49٫8,خردوات,فرشه بلاشر NOTE,,,,120٫88,2,0,خردوات,1,نواقص,99999,\us\134\pid\157\f132589920664908632036.png,24,,2025/02/04,,,,,,,,2025/03/24,,-1,2021/04/01,10,#TOOLS ,"العنايه,بالبشره,فرشه,بلاشر,NOTE",ميخائيل نجع حمادي,,,,0,54٫73,24,2024/09/24,فرشه بلاشر NOTE,24٫9,لا,55,45,35,32,1
4508,خردوات فرشه بلاشر بالغطاء,0,0,0,0,36,0,30,0,25,0,20,0,,,,,,,,,,,,,,,,009063,,0,,0,خردوات,فرشه بلاشر بالغطاء,,,,,0,0,خردوات,1,نواقص,99999,\us\134\pid\154\f132546645567846901055.png,0,,2021/07/14,,,,,,,,,,-1,2021/01/30,10,#TOOLS ,"BRUSH,MAKEUP,BLUSHER,فرشه,ميكب,بلاشير.ميكياج",,,,,0,,0,,فرشة بلاشر بالغطاء,0,لا,36,30,25,20,3
4509,خردوات فرشه بلاشر سمكه,1,0,26٫15,0,50,0,40,1,35,0,32,0,2023/11/18,,,,,,,,,,,,,,,009065,,0,,26٫15,خردوات,فرشه بلاشر سمكه,,,,91٫2,1,0,خردوات,1,نواقص,99999,\us\134\pid\156\f132544900397694514051.png,26,,2023/07/02,,,,,,,,2023/07/02,,-3,2021/04/01,30,#TOOLS ,"سمكه,فرشاه,بلاشر,ميكب,ادوات,MAKE-UP,BLUSHER,FISH,TOOLS,BRUSHES,BRUSH,PROFESSIONAL",رويال / اداره المخازن الاقصر,,,,0,47٫7,26,2022/02/24,فرشاه بلاشر علي شكل سمكه,26٫15,لا,50,40,35,32,4
4510,خردوات فرشه بلاشر فراوله,0,0,20,0,40,0,35,0,25,0,22,0,2023/01/05,,,,,,,,,,,,,,,009064,,0,,0,خردوات,فرشه بلاشر فراوله,,,,100,0,0,خردوات,1,نواقص,99999,\us\134\pid\155\f132545305563673345093.png,20,,2023/01/05,,,,,,,,2023/01/05,,-3,2021/04/01,30,#TOOLS ,"TOOLS,BRUSH,BRUSHES,FASHION,MAKE-UP,ميكب,فرشه,فرشاه,احمر خد , روجاجو,ROYALELCHIM",رويال / اداره المخازن الاقصر,,,,0,50,20,2022/02/24,PERFECT BRUSH EXQUISITE FASHION,20,لا,40,35,25,22,5
4511,خردوات فرشه بلاشر فضي,3,0,13٫39,2,25,0,22,1,20,0,16,0,2024/03/16,,,,,,,,,,,,,,,6972547650625,,0,,40٫1625,خردوات,فرشه بلاشر فضي,,,,86٫74,3,0,,1,نواقص,99999,,12٫5,,2023/04/14,,,,,,,,2024/03/16,,-1,,,,,محمود السقاري,,,,0,46٫45,12٫5,2023/03/01,,13٫39,لا,25,22,20,16,0
4512,خردوات فرشه بلاشر مشكل 4EVER,0,0,16٫33,0,32,0,27,0,23,0,20,0,2022/10/24,,,,,,,,,,,,,,,009067,,0,,0,خردوات,فرشه بلاشر مشكل 4EVER,,,,95٫92,0,0,خردوات,1,نواقص,99999,\us\134\pid\158\f132546588914448792035.png,16,,2022/10/24,,,,,,,,2022/10/24,,-3,2021/04/01,10,#تجهيز_كوافير ,"فرشة,بلاشر,ميكب,رجاجو,مكياج,وجه,BRUSH,MAKEUP,4EVER",رويال / اداره المخازن الاقصر,,,,0,48٫96,16,2022/02/24,فرشة بلاشر 4EVER,16٫33,لا,32,27,23,20,2
4513,خردوات فرشه بلاشر مقاسات Essence,3,0,20,3,36,0,30,0,25,0,23,0,2024/06/30,,,,,,,,,,,,,,,009059,,0,,60,خردوات,فرشه بلاشر مقاسات Essence,,,,80,3,0,خردوات,1,نواقص,99999,\us\134\pid\150\f132550133163135503325.png,20,,2024/06/30,,,,,,,,2024/06/30,,-10,2021/10/30,20,#TOOLS ,"TOOL,BRUSH,MAKE UP,ESSENCE,فرشه,بلاشر,خدود",رويال / اداره المخازن الاقصر,,,,0,44٫44,20,2022/02/24,فرشه بلاشر مقاسات ESSENCE,20,لا,36,30,25,23,5
4514,خردوات فرشه بيبي هير,1,1,35,0,55,0,50,0,45,0,40,0,2026/05/18,,,,,,,,,,,,,,,6222607510551,,0,,35,خردوات,فرشه بيبي هير,,,,57٫14,1,0,,1,---,99999,,35,,2025/12/24,,,,,,,,2026/05/18,,-1,,,,,ميخائيل نجع حمادي,,,,0,36٫36,35,2025/11/04,,35,لا,55,50,45,40,0
4515,خردوات فرشه بيضاوي,1,0,15,1,25,0,20,0,18,0,16٫5,0,2021/08/29,,,,,,,,,,,,,,,009146,,0,,15,خردوات,فرشه بيضاوي,,,,66٫67,1,0,خردوات,1,---,99999,\us\134\pid\494\f132589969025720333113.png,15,,,,,,,,,,,,-1,2021/04/01,10,#ROYALELCHIM ,"العنايه,بالشعر,فرشه,بيضاوي",رصيد اول المده,,,,0,40,15,2021/08/29,فرشه بيضاوي,15,لا,25,20,18,16٫5,2
4516,خردوات فرشه هاي لايتر ص FAKE FACE,1,0,8٫61,1,16,0,13,0,12,0,11,0,2022/07/04,,,,,,,,,,,,,,,009061,,0,,8٫6125,خردوات,فرشه هاي لايتر ص FAKE FACE,,,,85٫78,1,0,خردوات,1,نواقص,99999,\us\134\pid\152\f132549415557574445155.png,8٫25,,2022/06/18,,,,,,,,2022/07/04,,-3,2021/04/01,10,#TOOLS ,"هاي,لايتر,ميك,اب,ايشادو,بودر,MAKE_UP",رويال/ادره المخازن,,,,0,46٫17,8٫25,2022/01/16,هاي لايتر صغير,8٫61,لا,16,13,12,11,2
4517,خردوات فرشه هاي لايتر ك LTS,2,0,14٫5,2,28,0,25,0,20,0,18,0,2023/11/18,,,,,,,,,,,,,,,009060,,0,,29,خردوات,فرشه هاي لايتر ك LTS,,,,93٫1,2,0,خردوات,1,نواقص,99999,\us\134\pid\151\f132549409165892829151.png,14٫4,,2023/01/25,,,,,,,,2023/01/25,,-3,2021/04/01,10,#TOOLS ,"فرشه,هاي ,لايتر,ميك,اب, بودر,MAK-UP,",رويال / اداره المخازن الاقصر,,,,0,48٫21,14٫4,2022/02/24,فرشه هاي لايتر LTS,14٫5,لا,28,25,20,18,7
4518,خردوات فرشه تشابك,2,0,28,2,45,0,40,0,35,0,30,0,2023/11/18,,,,,,,,,,,,,,,009187,,0,,56,خردوات,فرشه تشابك,,,,60٫71,2,0,,1,نواقص,99999,,28,,2021/07/14,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,37٫78,28,2022/02/02,,28,لا,45,40,35,30,0
4519,خردوات فرشه تشابك ش,2,0,7٫5,2,20,0,18,0,16,0,14,0,2023/11/25,,,,,,,,,,,,,,,6224001465468,ش,0,,14٫994,خردوات,فرشه تشابك,,,,166٫77,2,0,,1,نواقص,99999,,7,,2023/10/13,,,,,,,,2023/11/25,,-1,,,,,محمود السقاري,,,,0,62٫52,7٫5,2023/03/01,,7٫5,لا,20,18,16,14,0
4520,خردوات فرشه تشابك +بيوتي بلندر 194ay120,2,0,20٫3,1,50,0,45,1,40,0,35,0,2025/12/27,,,,,,,,,,,,,,,009396,194ay120,0,,40٫6,خردوات,فرشه تشابك +بيوتي بلندر,,,,146٫31,2,0,,1,نواقص,99999,,20,,2024/06/24,,,,,,,,2025/02/23,,-1,,,,,Abou Yousef,,,,0,59٫4,20٫3,2023/12/28,,20٫3,لا,50,45,40,35,0
4521,خردوات فرشه تشابك ص,2,1,18,0,30,0,25,0,22,0,20,1,2026/05/30,,,,,,,,,,,,,,,009202,,0,,36,خردوات,فرشه تشابك ص,,,,66٫67,2,0,,1,---,99999,,18,,2025/02/19,,,,,,,,2026/05/30,,-1,,,,,ميخائيل نجع حمادي,,,,0,40,18,2026/05/19,,18,لا,30,25,22,20,0
4522,خردوات فرشه جليتر سيليكون ص,6,0,16,6,27,0,25,0,22,0,19,0,2025/12/27,,,,,,,,,,,,,,,6224001465857,ص,0,,96,خردوات,فرشه جليتر سيليكون,,,,68٫75,6,0,,1,---,99999,,16,,,,,,,,,,2025/08/10,,-1,,,,,اسحق انور,,,,0,40٫74,16,2024/04/15,,16,لا,27,25,22,19,0
4523,خردوات فرشه جليتر سيليكون ك,2,0,25,2,38,0,35,0,31,0,28,0,2025/12/27,,,,,,,,,,,,,,,6224001465611,ك,0,,50,خردوات,فرشه جليتر سيليكون,,,,52,2,0,,1,---,99999,,25,,,,,,,,,,2025/08/10,,-1,,,,,اسحق انور,,,,0,34٫21,25,2024/04/15,,25,لا,38,35,31,28,0
4524,خردوات فرشه خشب بيضاوي,1,0,12٫86,1,25,0,20,0,17,0,15,0,2022/08/19,,,,,,,,,,,,,,,009245,,0,,12٫861,خردوات,فرشه خشب بيضاوي,,,,94٫39,1,0,,1,نواقص,99999,,13,,2022/05/16,,,,,,,,2022/08/19,,-1,,,,,علي عبد الشافي,,,,0,48٫56,12٫86,2022/02/22,,12٫86,لا,25,20,17,15,0
4525,خردوات فرشه خشب تسريح Coco,0,0,14,0,25,0,20,0,18,0,15,0,2022/01/04,,,,,,,,,,,,,,,009233,Coco,0,,0,خردوات,فرشه خشب تسريح,,,,78٫57,0,0,,1,---,99999,,14,,,,,,,,,,2022/01/04,,-1,,,,,رويال/ادره المخازن,,,,0,44,14,2021/12/18,,14,لا,25,20,18,15,0
4526,خردوات فرشه خشب طبي,0,0,25٫5,0,50,0,40,0,35,0,27٫5,0,2023/03/28,,,,,,,,,,,,,,,009028,,0,,0,خردوات,فرشه خشب طبي,,,,96٫08,0,0,خردوات,1,نواقص,99999,\us\134\pid\116\f132546903045619737169.png,25٫5,,2023/03/29,,,,,,,,2023/03/28,Online,2,2024/02/01,10,#TOOLS ,"فرشه,مشط,خشب,شعر,COMB,BRUSH",رويال/ادره المخازن,,,,0,49,25٫5,2022/02/02,فرشه خشب طبي,25٫5,لا,50,40,35,27٫5,4
4527,خردوات فرشه دبل حواجب,2,2,8,0,13,0,12,0,10,0,9,0,2026/01/09,,,,,,,,,,,,,,,6939374100150,,0,,16,خردوات,فرشه دبل حواجب,,,,62٫5,2,0,,1,---,99999,,8,,2025/12/24,,,,,,,,2024/10/22,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,38٫46,8,2022/02/24,,8,لا,13,12,10,9,0
4528,خردوات فرشه دمج ايشادو,1,0,9٫82,0,20,0,15,1,13,0,12,0,2025/10/10,,,,,,,,,,,,,,,009367,,0,,9٫8182,خردوات,فرشه دمج ايشادو,,,,103٫7,1,0,,1,نواقص,99999,,10,,2025/06/21,,,,,,,,2025/06/20,,-1,,,,,ميخائيل نجع حمادي,,,,0,50٫91,10,2023/10/04,,9٫82,لا,20,15,13,12,0
4529,خردوات فرشه رجاجو مشكل,0,0,27٫5,0,45,0,40,0,35,0,30,0,2023/06/01,,,,,,,,,,,,,,,009360,,0,,0,خردوات,فرشه رجاجو مشكل,,,,63٫64,0,0,,1,نواقص,99999,,27٫5,,2023/06/02,,,,,,,,2023/06/01,,-1,,,,,ميخائيل نجع حمادي,,,,0,38٫89,27٫5,2023/05/08,,27٫5,لا,45,40,35,30,0
4530,خردوات فرشه رسم اكليريك ش,3,0,15٫55,3,30,0,26,0,22,0,20,0,2023/11/18,,,,,,,,,,,,,,,009319,ش,0,,46٫6539,خردوات,فرشه رسم اكليريك,,,,92٫91,3,0,,1,---,99999,,15,,,,,,,,,,,,-1,,,,,معرض صاصا,,,,0,48٫16,15٫55,2023/03/04,,15٫55,لا,30,26,22,20,0
4531,خردوات فرشه روجاجو Piove,0,0,27٫5,0,55,0,50,0,40,0,35,0,2024/06/11,,,,,,,,,,,,,,,692664100258,,0,,0,خردوات,فرشه روجاجو Piove,,,,100,0,0,,1,نواقص,99999,,27٫5,,2024/06/11,,,,,,,,2024/06/11,,-1,,,,,ميخائيل نجع حمادي,,,,0,50,27٫5,2023/05/24,,27٫5,لا,55,50,40,35,0
4532,خردوات فرشه روجاجو RUBY FACE,2,0,28,2,55,0,45,0,35,0,32,0,2023/11/18,,,,,,,,,,,,,,,009072,,0,,56,خردوات,فرشه روجاجو RUBY FACE,,,,96٫43,2,0,خردوات,1,نواقص,99999,\us\134\pid\163\f132543545407011714008.png,28,,2023/10/13,,,,,,,,2022/11/15,,-3,2021/04/01,20,#TOOLS ,"TOOLS , MAKEUP , BRUSH , WOOD , RUBY , FACE , ROYALELCHIM , MAKE-UP , خردوات , فرشه , ميكب",رويال / اداره المخازن الاقصر,,,,0,49٫09,28,2022/02/24,RUBY FACE WOOD BRUSH,28,لا,55,45,35,32,5
4533,خردوات فرشه روجاجو شعر طبيعي,0,0,20,0,36,0,32,0,28,0,25,0,2024/04/09,,,,,,,,,,,,,,,009199,,0,,0,خردوات,فرشه روجاجو شعر طبيعي,,,,80,0,0,,1,نواقص,99999,,20,,2024/04/11,,,,,,,,2024/04/09,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,44٫44,20,2023/08/10,,20,لا,36,32,28,25,0
4534,خردوات فرشه روجاجو مصباح شفاف ك,0,0,16,0,25,0,22,0,20,0,18,0,2023/04/05,,,,,,,,,,,,,,,009155,,0,,0,خردوات,فرشه روجاجو مصباح شفاف ك,,,,56٫25,0,0,,1,نواقص,99999,,16,,2023/04/05,,,,,,,,2023/04/05,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,36,16,2022/02/24,,16,لا,25,22,20,18,0
4535,خردوات فرشه ستشوار Banat,1,0,42,1,60,0,55,0,50,0,45,0,2023/11/18,,,,,,,,,,,,,,,009181,,0,,42,خردوات,فرشه ستشوار Banat,,,,42٫86,1,0,,1,نواقص,99999,,42,,2022/06/18,,,,,,,,2023/05/19,,-1,,,,,رويال/ادره المخازن,,,,0,30,42,2021/12/18,,42,لا,60,55,50,45,0
4536,خردوات فرشه سشزار 420,3,0,10٫5,3,20,0,18,0,15,0,12٫5,0,2023/11/18,,,,,,,,,,,,,,,009030,,0,,31٫5,خردوات,فرشه سشزار 420,,,,90٫48,3,0,خردوات,1,نواقص,99999,\us\134\pid\118\f132588375657761655057.png,10٫5,,2022/06/18,,,,,,,,2023/03/08,,-5,2021/04/01,10,#TOOLS ,"العنايه,بالشعر,فرشه,سشوار, 420",رويال/ادره المخازن,,,,0,47٫5,10٫5,2022/01/16,فرشه سشوار 420,10٫5,لا,20,18,15,12٫5,1
4537,خردوات فرشه سشوار 425,5,0,11,5,22,0,20,0,16,0,12٫5,0,2025/12/27,,,,,,,,,,,,,,,009031,,0,,55,خردوات,فرشه سشوار 425,,,,100,5,0,,1,نواقص,99999,,11,,2021/07/14,,,,,,,,2023/06/24,,-1,,,,,رصيد اول المده,,,,0,50,11,2021/09/02,,11,لا,22,20,16,12٫5,0
4538,خردوات فرشه سشوار Abou Yosef,1,0,18٫13,1,35,0,30,0,25,0,20,0,2023/11/18,,,,,,,,,,,,,,,009184,,0,,18٫125,خردوات,فرشه سشوار Abou Yosef,,,,93٫1,1,0,,1,نواقص,99999,,18,,2023/04/29,,,,,,,,2023/08/05,,-1,,,,,رويال/ادره المخازن,,,,0,48٫21,18,2022/02/02,,18٫13,لا,35,30,25,20,0
4539,خردوات فرشه سشوار رقم 415,0,0,9٫5,0,18,0,15,0,13,0,12,0,2022/12/28,,,,,,,,,,,,,,,009029,,0,,0,خردوات,فرشه سشوار رقم 415,,,,89٫47,0,0,,1,نواقص,99999,,9,,2022/03/07,,,,,,,,2022/12/28,,-1,,,,,رويال/ادره المخازن,,,,0,47٫22,9,2022/01/16,,9٫5,لا,18,15,13,12,0
4540,خردوات فرشه سشوار كيس,1,0,18,1,35,0,30,0,25,0,20,0,2023/11/18,,,,,,,,,,,,,,,009182,,0,,18,خردوات,فرشه سشوار كيس,,,,94٫44,1,0,,1,نواقص,99999,,18,,2022/10/24,,,,,,,,2022/10/24,,-1,,,,,رويال/ادره المخازن,,,,0,48٫57,18,2022/02/02,,18,لا,35,30,25,20,0
4541,خردوات فرشه شعر فضي / دهبي حلزوني بيضاوي 160ay15,3,0,26٫5,3,45,0,40,0,35,0,32٫5,0,2023/11/18,,,,,,,,,,,,,,,009267,160ay15,0,,79٫5,خردوات,فرشه شعر فضي / دهبي حلزوني بيضاوي,,,,69٫81,3,0,,1,نواقص,99999,,26٫5,,2023/10/13,,,,,,,,2023/02/05,,-1,,,,,Abou Yousef,,,,0,41٫11,26٫5,2022/02/24,,26٫5,لا,45,40,35,32٫5,0
4542,خردوات فرشه شعر فضي / دهبي حلزوني مربع 160ay14,0,0,27٫5,0,45,0,40,0,35,0,32٫5,0,2024/05/17,,,,,,,,,,,,,,,009266,160ay14,0,,0,خردوات,فرشه شعر فضي / دهبي حلزوني مربع,,,,63٫64,0,0,,1,نواقص,854,,27٫5,,2023/10/25,,,,,,,,2024/05/17,,-1,,,,,Abou Yousef,,,,0,38٫89,27٫5,2022/02/24,,27٫5,لا,45,40,35,32٫5,0
4543,خردوات فرشه شعر مربع ستايب,1,0,30,0,55,0,50,1,45,0,37٫5,0,2025/12/24,,,,,,,,,,,,,,,009269,,0,,30,خردوات,فرشه شعر مربع ستايب,,,,83٫33,1,0,,1,نواقص,99999,,30,,2025/12/24,,,,,,,,2023/01/30,,-1,,,,,Abou Yousef,,,,0,45٫45,30,2022/02/24,,30,لا,55,50,45,37٫5,0
4544,خردوات فرشه صيغه,0,0,2٫5,0,7٫5,0,5,0,4٫5,0,3٫5,0,2022/12/28,,,,,,,,,,,,,,,009285,,0,,0,خردوات,فرشه صيغه,,,,200,0,0,,1,---,99999,,2٫5,,,,,,,,,,2022/12/28,,-1,,,,,Fady مسن,,,,0,66٫67,2٫5,2022/12/28,,2٫5,لا,7٫5,5,4٫5,3٫5,0
4545,خردوات فرشه فك تشابك Vepa,3,0,17٫5,1,35,0,30,1,25,0,20,1,2025/01/29,,,,,,,,,,,,,,,6915440001439,,0,,52٫5,خردوات,فرشه فك تشابك Vepa,,,,100,3,0,,1,نواقص,99999,,17٫5,,2024/03/25,,,,,,,,2024/03/25,,-1,,,,,ميخائيل نجع حمادي,,,,0,50,17٫5,2023/06/20,,17٫5,لا,35,30,25,20,0
4546,خردوات فرشه كف,11,0,9,2,20,0,18,2,15,6,12٫5,1,2026/01/12,,,,,,,,,,,,,,,009280,,0,,99,خردوات,فرشه كف,,,,122٫22,11,0,,1,نواقص,99999,,9,,2025/02/04,,,,,,,,2024/06/29,,-1,,,,,معرض الوكيل للتجاره,,,,0,55,9,2022/10/08,,9,لا,20,18,15,12٫5,0
4547,خردوات فرشه كف خشب طبي,8,0,25٫29,5,50,0,45,2,40,1,35,0,2026/01/12,,,,,,,,,,,,,,,6226753421044,,0,,202٫2992,خردوات,فرشه كف خشب طبي,,,,97٫73,8,0,,1,نواقص,99999,,25,,2025/02/26,,,,,,,,2025/04/22,,-1,,,,,معرض الوكيل للتجاره,,,,0,49٫43,25,2023/01/25,,25٫29,لا,50,45,40,35,0
4548,خردوات فرشه كف عريض Visso,1,0,9,1,17,0,15,0,11,0,10,0,2023/11/18,,,,,,,,,,,,,,,009183,,0,,9,خردوات,فرشه كف عريض Visso,,,,88٫89,1,0,,1,نواقص,99999,,9,,2022/09/15,,,,,,,,2022/09/14,,-1,,,,,رويال/ادره المخازن,,,,0,47٫06,9,2022/02/02,,9,لا,17,15,11,10,0
4549,خردوات فرشه كف عسلي,3,0,25٫29,0,50,0,45,3,40,0,35,0,2023/12/11,,,,,,,,,,,,,,,009286,,0,,75٫8622,خردوات,فرشه كف عسلي,,,,97٫73,3,0,,1,نواقص,99999,,25,,2023/10/20,,,,,,,,2023/12/11,,-1,,,,,معرض الوكيل للتجاره,,,,0,49٫43,25,2023/01/25,,25٫29,لا,50,45,40,35,0
4550,خردوات فرشه كف لوكس الوان,1,0,21٫72,1,35,0,30,0,27,0,25,0,2024/02/20,,,,,,,,,,,,,,,6920911600776,,0,,21٫7223,خردوات,فرشه كف لوكس الوان,,,,61٫12,1,0,,1,نواقص,99999,,22,,2024/02/20,,,,,,,,2024/02/20,,-1,,,,,رويال/ادره المخازن,,,,0,37٫94,22,2022/02/02,,21٫72,لا,35,30,27,25,0
4551,خردوات فرشه كيرلى,3,0,16,2,35,0,30,0,25,0,20,1,2025/10/10,,,,,,,,,,,,,,,009361,,0,,48,خردوات,فرشه كيرلى,,,,118٫75,3,0,,1,نواقص,854,,16,,2025/05/04,,,,,,,,2025/05/03,,-1,,,,,ميخائيل نجع حمادي,,,,0,54٫29,16,2023/07/18,,16,لا,35,30,25,20,0
4552,خردوات فرشه لوكس الوان بيضاوي,0,0,20,0,35,0,30,0,27,0,23,0,2023/08/09,,,,,,,,,,,,,,,6920911600769,,0,,0,خردوات,فرشه لوكس الوان بيضاوي,,,,75,0,0,,1,نواقص,99999,,20,,2023/08/09,,,,,,,,2023/08/09,,-1,,,,,رويال/ادره المخازن,,,,0,42٫86,20,2021/12/16,,20,لا,35,30,27,23,0
4553,خردوات فرشه ليس خشب,0,0,0,0,14,0,12,0,10,0,8٫5,0,,,,,,,,,,,,,,,,009027,,0,,0,خردوات,فرشه ليس خشب,,,,,0,0,خردوات,1,نواقص,99999,\us\134\pid\115\f132546896240338875163.png,0,,2021/07/14,,,,,,,,,Online,1,2024/02/01,10,#TOOLS ,"فرشه,مشط,ليس, شعر",,,,,0,,0,,فرشه ليس,0,لا,14,12,10,8٫5,3
4554,خردوات فرشه ليس عسلي,12,0,12,11,25,0,20,1,18,0,15,0,2025/12/27,,,,,,,,,,,,,,,009287,,0,,144,خردوات,فرشه ليس عسلي,,,,108٫33,12,0,,1,نواقص,99999,,12,,2025/02/04,,,,,,,,2024/11/26,,-1,,,,,معرض الوكيل للتجاره,,,,0,52,12,2023/02/09,,12,لا,25,20,18,15,0
4555,خردوات فرشه ماسك بجراب,3,0,12٫5,3,25,0,20,0,15,0,14,0,2023/11/18,,,,,,,,,,,,,,,009271,,0,,37٫5,خردوات,فرشه ماسك بجراب,,,,100,3,0,,1,نواقص,99999,,12٫5,,2023/10/13,,,,,,,,2022/10/29,,-1,,,,,Abou Yousef,,,,0,50,12٫5,2022/02/24,,12٫5,لا,25,20,15,14,0
4556,خردوات فرشه مساج ظهر,2,0,22٫43,2,50,0,40,0,35,0,30,0,2025/10/10,,,,,,,,,,,,,,,009191,,0,,44٫8678,خردوات,فرشه مساج ظهر,,,,122٫88,2,0,,1,نواقص,99999,,20,,2025/02/04,,,,,,,,2024/10/19,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,55٫13,20,2023/08/10,,22٫43,لا,50,40,35,30,0
4557,خردوات فرشه مصباح كبير شعر طبيعي,5,0,20,5,30,0,28,0,25,0,22,0,2023/11/18,,,,,,,,,,,,,,,018241,شعر طبيعي,0,,100,خردوات,فرشه مصباح كبير,,,,50,5,0,خردوات,1,نواقص,99999,\us\134\pid\361\f132546657816175567061.png,20,,2022/09/05,,,,,,,,2022/09/05,,-7,2021/04/01,10,#TOOLS ,"BRUSH,MAKE UP,BLUSHER,فرشه,بلاشر,خدود,ميك اب",رويال / اداره المخازن الاقصر,,,,0,33٫33,20,2022/02/24,فرشه BONJOUR,20,لا,30,28,25,22,4
4558,خردوات فرشه مصحح حواجب,0,0,7,0,11,0,10,0,9,0,8٫5,0,2022/10/24,,,,,,,,,,,,,,,009156,,0,,0,خردوات,فرشه مصحح حواجب,,,,57٫14,0,0,,1,نواقص,99999,,7,,2022/10/24,,,,,,,,2022/10/24,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,36٫36,7,2022/02/24,,7,لا,11,10,9,8٫5,0
4559,خردوات فرشه مصحح صsigma,6,0,6٫33,6,12,0,10,0,8,0,7,0,2025/12/27,,,,,,,,,,,,,,,009057,,0,,37٫98,خردوات,فرشه مصحح صsigma,,,,89٫57,6,0,خردوات,1,نواقص,99999,\us\134\pid\148\f132549341454256573107.png,6,,2023/01/16,,,,,,,,2023/01/15,,-6,2021/04/01,10,#TOOLS ,"BRUSH,MAKE UP,SIGMA,فرشه,مصحح,حواجب,ميك اب,",رويال / اداره المخازن الاقصر,,,,0,47٫25,6,2022/02/24,فرشة مصحح  SIGMA,6٫33,لا,12,10,8,7,2
