م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
1380,MAKE-UP كحل بودر ص,0,0,1٫5,0,5,0,4,0,3,0,2,0,2024/01/12,,,,,,,,,,,,,,,8906032660194,,0,,0,MAKE-UP,كحل بودر ص,,,,233٫33,0,0,,1,نواقص,99999,,1٫5,,2022/06/16,,,,,,,,2022/02/04,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,70,1٫5,2021/05/13,,1٫5,لا,5,4,3,2,0
1381,MAKE-UP كحل بونجور ابيض,0,0,3٫03,0,8,0,7,0,5,0,4,0,2024/01/12,,,,,,,,,,,,,,,038041,ابيض,0,,0,MAKE-UP,كحل بونجور,,,,163٫9,0,0,,1,نواقص,99999,,3,,2022/02/09,,,,,,,,2022/08/04,,-1,,,,,JO /النزهه الجديده,,,,0,62٫11,3٫03,2021/09/11,,3٫03,لا,8,7,5,4,0
1382,MAKE-UP كحل بونجور بني,0,0,3٫03,0,8,0,6,0,5,0,4,0,2022/08/04,,,,,,,,,,,,,,,038044,بني,0,,0,MAKE-UP,كحل بونجور,,,,163٫9,0,0,,1,---,99999,,3,,,,,,,,,,2022/08/04,,-1,,,,,JO /النزهه الجديده,,,,0,62٫11,3٫03,2021/09/11,,3٫03,لا,8,6,5,4,0
1383,MAKE-UP كحل بيج,3,0,11٫67,0,25,0,20,3,18,0,15,0,2026/02/11,,,,,,,,,,,,,,,038263,,0,,35٫0001,MAKE-UP,كحل بيج,,,,114٫29,3,0,,1,نواقص,99999,,11٫67,,2026/02/11,,,,,,,,2026/02/11,,-1,,,,,ميخائيل نجع حمادي,,,,0,53٫33,11٫67,2024/08/20,,11٫67,لا,25,20,18,15,0
1384,MAKE-UP كحل ثابت 24 ساعه FOR EVER,0,0,18٫17,0,35,0,30,0,27,0,25,0,2024/04/20,,,,,,,,,,,,,,,6907251083469,FOR EVER,0,,0,MAKE-UP,كحل ثابت 24 ساعه,,,,92٫6,0,0,MAKE-UP,1,نواقص,99999,\us\134\pid\383\f132585808054877514416.png,22٫5,,2023/10/12,,,,,,,,2023/08/13,Online,4,,,#ROYALELCHIM ,"MAKE-UP,COLLECTION,كحل,ثابت,24,ساعه,FOREVER",ميخائيل نجع حمادي,,,,0,48٫08,22٫5,2023/03/15,كحل ثابت 24 ساعه,18٫17,لا,35,30,27,25,2
1385,MAKE-UP كحل ثابت ايسنس سوبر فاين,0,0,14٫15,0,25,0,20,0,17٫5,0,16,0,2024/01/12,,,,,,,,,,,,,,,425003520070,,0,,0,MAKE-UP,كحل ثابت ايسنس سوبر فاين,,,,76٫72,0,0,,1,نواقص,99999,,14,,2022/06/27,,,,,,,,2022/08/18,,-1,,,,,JO /النزهه الجديده,,,,0,43٫41,14٫15,2021/09/11,,14٫15,لا,25,20,17٫5,16,0
1386,MAKE-UP كحل ثابت سيفوره قلم فضي,0,0,11٫14,0,25,0,20,0,15,0,12٫5,0,2024/04/20,,,,,,,,,,,,,,,6920982841580,,0,,0,MAKE-UP,كحل ثابت سيفوره قلم فضي,,,,124٫42,0,0,,1,نواقص,99999,,11,,2023/10/12,,,,,,,,2023/03/29,,-1,,,,,JO /النزهه الجديده,,,,0,55٫44,11٫15,2021/12/17,,11٫14,لا,25,20,15,12٫5,0
1387,MAKE-UP كحل دافيس ابيض / الوان,4,0,6٫58,0,15,0,12,1,10,0,8,3,2025/06/03,,,,,,,,,,,,,,,6922240288113,,0,,26٫3396,MAKE-UP,كحل دافيس ابيض / الوان,,,,127٫79,4,0,,1,نواقص,99999,,6٫5,,2023/10/12,,,,,,,,2025/06/03,,-1,,,,,JO /النزهه الجديده,,,,0,56٫1,6٫59,2021/12/17,,6٫58,لا,15,12,10,8,0
1388,MAKE-UP كحل سيفوره,0,0,39٫1,0,80,0,70,0,60,0,50,0,2026/05/18,,,,,,,,,,,,,,,3378872071860,,0,,0,MAKE-UP,كحل سيفوره,,,,104٫62,0,0,,1,نواقص,99999,,37٫5,,2026/03/13,,,,,,,,2026/03/13,,-1,,,,,ميخائيل نجع حمادي,,,,0,51٫13,37٫5,2026/02/10,,39٫1,لا,80,70,60,50,0
1389,MAKE-UP كحل عريض,2,0,17٫67,0,40,0,35,1,30,0,25,1,2025/12/31,,,,,,,,,,,,,,,038293,,0,,35٫3334,MAKE-UP,كحل عريض,,,,126٫41,2,0,,1,نواقص,99999,,17٫67,,2025/12/23,,,,,,,,2025/12/31,,-1,,,,,Mahmoud Kilani,,,,0,55٫83,17٫67,2025/07/11,,17٫67,لا,40,35,30,25,0
1390,MAKE-UP كحل عريض Mac,0,0,8٫5,0,20,0,18,0,16,0,15,0,2024/01/12,,,,,,,,,,,,,,,038218,,0,,0,MAKE-UP,كحل عريض Mac,,,,135٫29,0,0,,1,نواقص,99999,,8٫5,,2023/10/12,,,,,,,,,,-1,,,,,ميخائيل نجع حمادي,,,,0,57٫5,8٫5,2023/10/10,,8٫5,لا,20,18,16,15,0
1391,MAKE-UP كحل عريض ام ان,1,0,14٫88,0,30,0,25,1,22,0,20,0,2026/03/20,,,,,,,,,,,,,,,038203,,0,,14٫875,MAKE-UP,كحل عريض ام ان,,,,101٫68,1,0,,1,نواقص,99999,,16٫5,,2025/12/23,,,,,,,,2025/03/10,,-1,,,,,ميخائيل نجع حمادي,,,,0,50٫42,16٫5,2024/01/23,,14٫88,لا,30,25,22,20,0
1392,MAKE-UP كحل فلورمار ابيض,10,6,10٫05,0,35,0,30,0,25,0,22,4,2026/06/04,,,,,,,,,,,,,,,8690604081059,ابيض,0,,100٫545,MAKE-UP,كحل فلورمار,,,,248٫1,10,0,,1,---,99999,,9,,2025/12/23,,,,,,,,2026/06/04,,-1,,,,,ميخائيل نجع حمادي,,,,0,71٫27,9,2025/12/09,,10٫05,لا,35,30,25,22,0
1393,MAKE-UP كحل فلورمار الوان,4,0,8٫4,0,20,0,18,2,15,0,13,2,2025/12/23,,,,,,,,,,,,,,,038193,الوان,0,,33٫6,MAKE-UP,كحل فلورمار,,,,138٫1,4,0,,1,نواقص,99999,,10,,2025/12/23,,,,,,,,2025/03/15,,-1,,,,,ميخائيل نجع حمادي,,,,0,58,10,2023/06/25,,8٫4,لا,20,18,15,13,0
1394,MAKE-UP كحل فلورمار فضى تحديد عيون,1,0,27٫5,0,40,0,35,0,33,1,30,0,2026/01/12,,,,,,,,,,,,,,,4260194170132,فضى تحديد عيون,0,,27٫5,MAKE-UP,كحل فلورمار,,,,45٫45,1,0,,1,نواقص,99999,,27٫5,,2023/07/18,,,,,,,,2023/07/02,,-1,,,,,ميخائيل نجع حمادي,,,,0,31٫25,27٫5,2023/06/13,,27٫5,لا,40,35,33,30,0
1395,MAKE-UP كحل كايلي,15,1,10٫15,0,25,0,20,4,18,6,15,4,2026/05/15,,,,,,,,,,,,,,,038242,,0,,152٫25,MAKE-UP,كحل كايلي,,,,146٫31,15,0,,1,---,99999,,10,,2025/12/23,,,,,,,,2026/01/18,,-1,,,,,JO /النزهه الجديده,,,,0,59٫4,10٫15,2023/12/28,,10٫15,لا,25,20,18,15,0
1396,MAKE-UP كحل لارين,0,0,42٫29,0,80,0,70,0,60,0,50,0,2026/05/15,,,,,,,,,,,,,,,6904303612943,,0,,0,MAKE-UP,كحل لارين,,,,89٫16,0,0,MAKE-UP,1,نواقص,99999,\us\134\pid\4339\f133517961470710918114.png,41٫67,,2025/07/02,,,,,,,,2025/08/10,Online,3,2024/02/07,5,#ROYALELCHIM ,"MAKE-UP,COLLECTION,كحل,ثابت,12ساعه,FOREVER",JO /النزهه الجديده,,,,0,47٫14,42٫29,2023/12/28,كحل عيون ثابت,42٫29,لا,80,70,60,50,2
1397,MAKE-UP كحل مونالزا بني,0,0,3٫54,0,8,0,6,0,5,0,4٫5,0,2024/01/12,,,,,,,,,,,,,,,038042,بني,0,,0,MAKE-UP,كحل مونالزا,,,,126٫2,0,0,,1,نواقص,99999,,3٫5,,2022/06/16,,,,,,,,2023/08/13,,-1,,,,,JO /النزهه الجديده,,,,0,55٫79,3٫54,2021/09/11,,3٫54,لا,8,6,5,4٫5,0
1398,MAKE-UP كحل موناليزا,2,0,10٫15,0,25,0,20,0,18,2,15,0,2026/03/20,,,,,,,,,,,,,,,038241,,0,,20٫3,MAKE-UP,كحل موناليزا,,,,146٫31,2,0,,1,نواقص,99999,,10,,2025/09/22,,,,,,,,2025/09/20,,-1,,,,,JO /النزهه الجديده,,,,0,59٫4,10٫15,2023/12/28,,10٫15,لا,25,20,18,15,0
1399,MAKE-UP كريم اساس زجاج منوع,2,1,75٫79,0,140,0,135,1,120,0,100,0,2026/05/15,,,,,,,,,,,,,,,038173,زجاج منوع,0,,151٫5816,MAKE-UP,كريم اساس,,,,84٫72,2,0,,1,---,99999,,75,,2025/12/23,,,,,,,,2025/08/02,,-1,,,,,ميخائيل نجع حمادي,,,,0,45٫86,75٫48,2024/03/27,,75٫79,لا,140,135,120,100,0
1400,MAKE-UP كريم اساس ALL MATT PLUS,0,0,0,0,140,0,130,0,120,0,100,0,,,,,,,,,,,,,,,,6995175351788,,0,,0,MAKE-UP,كريم اساس ALL MATT PLUS,,,,,0,0,,1,---,99999,,0,,,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,140,130,120,100,0
1401,MAKE-UP كريم اساس C.c كوري,1,0,105,0,155,0,135,1,125,0,115,0,2023/11/29,,,,,,,,,,,,,,,6972290985487,كوري,0,,105,MAKE-UP,كريم اساس C.c,,,,47٫62,1,0,,1,نواقص,99999,,105,,2023/11/29,,,,,,,,2023/11/29,,-1,,,,,ميخائيل نجع حمادي,,,,0,32٫26,105,2023/05/24,,105,لا,155,135,125,115,0
1402,MAKE-UP كريم اساس CATRICE HD1849,0,0,40٫42,0,95,0,85,0,70,0,55,0,2022/08/22,,,,,,,,,,,,,,,4250947592717,,0,,0,MAKE-UP,كريم اساس CATRICE HD1849,,,,135٫04,0,0,,1,نواقص,99999,,40,,2022/08/20,,,,,,,,2022/08/20,,-1,,,,,JO /النزهه الجديده,,,,0,57٫45,40٫42,2021/09/11,,40٫42,لا,95,85,70,55,0
1403,MAKE-UP كريم اساس FENTY BEAUTY,0,0,45٫42,0,90,0,80,0,65,0,55,0,2024/01/12,,,,,,,,,,,,,,,038030,,0,,0,MAKE-UP,كريم اساس FENTY BEAUTY,,,,98٫16,0,0,,1,نواقص,99999,,45,,2022/08/02,,,,,,,,2022/08/02,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,49٫53,45,2021/12/05,,45٫42,لا,90,80,65,55,0
1404,MAKE-UP كريم اساس FRESH & FIT,0,0,40٫42,0,85,0,75,0,60,0,45,0,2022/10/03,,,,,,,,,,,,,,,4251232258080,,0,,0,MAKE-UP,كريم اساس FRESH & FIT,,,,110٫3,0,0,,1,نواقص,99999,,40,,2022/10/03,,,,,,,,2022/10/03,,-1,,,,,JO /النزهه الجديده,,,,0,52٫45,40٫42,2021/09/11,,40٫42,لا,85,75,60,45,0
1405,MAKE-UP كريم اساس MAC,0,0,52٫5,0,100,0,90,0,80,0,65,0,2023/06/20,,,,,,,,,,,,,,,038040,,0,,0,MAKE-UP,كريم اساس MAC,,,,90٫48,0,0,,1,نواقص,99999,,52٫5,,2023/06/21,,,,,,,,2023/06/20,,-1,,,,,JO /النزهه الجديده,,,,0,47٫5,52٫5,2022/10/06,,52٫5,لا,100,90,80,65,0
1406,MAKE-UP كريم اساس SHE LOVES,0,0,71٫77,0,140,0,130,0,120,0,100,0,2024/06/23,,,,,,,,,,,,,,,6951286441978,,0,,0,MAKE-UP,كريم اساس SHE LOVES,,,,95٫06,0,0,,1,نواقص,99999,,72٫5,,2024/06/24,,,,,,,,2024/06/23,,-1,,,,,JO /النزهه الجديده,,,,0,48٫73,73٫59,2023/12/28,,71٫77,لا,140,130,120,100,0
1407,MAKE-UP كريم اساس انبوبه انجي,0,0,7,0,10,0,8,0,7٫5,0,6,0,2024/01/12,,,,,,,,,,,,,,,6223002740178,انجي,0,,0,MAKE-UP,كريم اساس انبوبه,,,,42٫86,0,0,MAKE-UP,1,نواقص,99999,\us\134\pid\377\f132583172454933493017.png,7,,2023/10/12,,,,,,,,2023/04/10,,10,2021/04/01,10,#ROYALELCHIM ,"العنايه,بالبشره,كريم,اساس,انبوبه,انجي",رصيد اول المده,,,,0,30,7,2021/08/29,كريم اساس انبوبه انجي,7,لا,10,8,7٫5,6,1
1408,MAKE-UP كريم اساس ايفر بيوتى ALL MATT PLUS,0,0,85,0,140,0,130,0,120,0,110,0,2023/07/18,,,,,,,,,,,,,,,038199,,0,,0,MAKE-UP,كريم اساس ايفر بيوتى ALL MATT PLUS,,,,64٫71,0,0,,1,نواقص,99999,,85,,2023/07/19,,,,,,,,2023/07/18,,-1,,,,,ميخائيل نجع حمادي,,,,0,39٫29,85,2023/05/16,,85,لا,140,130,120,110,0
1409,MAKE-UP كريم اساس ايفر بيوتى Bb Cream,0,0,60,0,90,0,85,0,80,0,70,0,2023/07/13,,,,,,,,,,,,,,,6995175352358,,0,,0,MAKE-UP,كريم اساس ايفر بيوتى Bb Cream,,,,50,0,0,,1,نواقص,99999,,60,,2023/07/13,,,,,,,,2023/07/13,,-1,,,,,ميخائيل نجع حمادي,,,,0,33٫33,60,2023/06/25,,60,لا,90,85,80,70,0
1410,MAKE-UP كريم اساس ايفر بيوتى Extra Covr,0,0,60,0,90,0,85,0,80,0,70,0,2023/12/12,,,,,,,,,,,,,,,6995175354505,,0,,0,MAKE-UP,كريم اساس ايفر بيوتى Extra Covr,,,,50,0,0,,1,نواقص,99999,,60,,2023/12/12,,,,,,,,2023/12/12,,-1,,,,,ميخائيل نجع حمادي,,,,0,33٫33,60,2023/06/25,,60,لا,90,85,80,70,0
1411,MAKE-UP كريم اساس ايفر بيوتى HD LIQUID COVERAGE,0,0,85,0,140,0,130,0,120,0,110,0,2023/08/25,,,,,,,,,,,,,,,038200,,0,,0,MAKE-UP,كريم اساس ايفر بيوتى HD LIQUID COVERAGE,,,,64٫71,0,0,,1,نواقص,99999,,85,,2023/08/26,,,,,,,,2023/08/25,,-1,,,,,ميخائيل نجع حمادي,,,,0,39٫29,85,2023/05/16,,85,لا,140,130,120,110,0
1412,MAKE-UP كريم اساس ايفر بيوتى HD SKIN,0,0,85,0,140,0,130,0,120,0,110,0,2023/06/17,,,,,,,,,,,,,,,6995175354338,,0,,0,MAKE-UP,كريم اساس ايفر بيوتى HD SKIN,,,,64٫71,0,0,,1,نواقص,99999,,85,,2023/06/17,,,,,,,,2023/06/17,,-1,,,,,ميخائيل نجع حمادي,,,,0,39٫29,85,2023/05/16,,85,لا,140,130,120,110,0
1413,MAKE-UP كريم اساس ايفر بيوتى سينمائى مصحح لبشرة,0,0,110,0,150,0,145,0,140,0,130,0,2024/01/12,,,,,,,,,,,,,,,6995175350026,,0,,0,MAKE-UP,كريم اساس ايفر بيوتى سينمائى مصحح لبشرة,,,,36٫36,0,0,,1,نواقص,99999,,110,,2023/10/12,,,,,,,,2023/09/16,,-1,,,,,ميخائيل نجع حمادي,,,,0,26٫67,110,2023/06/25,,110,لا,150,145,140,130,0
1414,MAKE-UP كريم اساس ايفر بيوتى مضاد لتجاعيد,0,0,110,0,150,0,145,0,140,0,130,0,2023/08/21,,,,,,,,,,,,,,,6995175351061,,0,,0,MAKE-UP,كريم اساس ايفر بيوتى مضاد لتجاعيد,,,,36٫36,0,0,,1,نواقص,99999,,110,,2023/08/22,,,,,,,,2023/08/21,,-1,,,,,ميخائيل نجع حمادي,,,,0,26٫67,110,2023/06/25,,110,لا,150,145,140,130,0
1415,MAKE-UP كريم اساس دودو جيرل A05102E,0,0,38٫81,0,90,0,80,0,70,0,60,0,2024/01/12,,,,,,,,,,,,,,,038033,A05102E,0,,0,MAKE-UP,كريم اساس دودو جيرل,,,,131٫88,0,0,,1,نواقص,99999,,45,,2023/04/11,,,,,,,,2023/04/10,,-1,,,,,JO /النزهه الجديده,,,,0,56٫87,45,2022/10/06,,38٫81,لا,90,80,70,60,0
1416,MAKE-UP كريم اساس ريفليوشن,0,0,48,0,105,0,85,0,70,0,60,0,2023/02/18,,,,,,,,,,,,,,,838623220051,,0,,0,MAKE-UP,كريم اساس ريفليوشن,,,,118٫76,0,0,,1,نواقص,99999,,47٫5,,2023/02/19,,,,,,,,2023/02/18,,-1,,,,,JO /النزهه الجديده,,,,0,54٫29,48,2021/09/11,,48,لا,105,85,70,60,0
1417,MAKE-UP كريم اساس سيفورا 172,0,0,55,0,110,0,90,0,80,0,70,0,2023/09/06,,,,,,,,,,,,,,,038036,,0,,0,MAKE-UP,كريم اساس سيفورا 172,,,,100,0,0,,1,نواقص,1010,,55,,2023/02/27,,,,,,,,2023/09/06,,-1,,,,,JO /النزهه الجديده,,,,0,50,55,2022/10/06,,55,لا,110,90,80,70,0
1418,MAKE-UP كريم اساس سينمائي BEAUTY PLUS,0,0,10٫12,0,18,0,15,0,13٫5,0,11٫5,0,2024/04/20,,,,,,,,,,,,,,,6223004847325,BEAUTY PLUS,0,,0,MAKE-UP,كريم اساس سينمائي,,,,77٫94,0,0,,1,نواقص,99999,,10,,2023/10/12,,,,,,,,2023/04/05,,-1,,,,,معرض الوكيل للتجاره,,,,0,43٫8,10٫12,2021/09/13,,10٫12,لا,18,15,13٫5,11٫5,0
1419,MAKE-UP كريم اساس سينمائي تيجر دهبي,0,0,10٫12,0,18,0,15,0,13,0,11٫5,0,2024/04/20,,,,,,,,,,,,,,,6223004840302,تيجر دهبي,0,,0,MAKE-UP,كريم اساس سينمائي,,,,77٫94,0,0,,1,نواقص,99999,,10,,2023/04/17,,,,,,,,2023/04/17,,-1,,,,,معرض الوكيل للتجاره,,,,0,43٫8,10٫12,2021/09/13,,10٫12,لا,18,15,13,11٫5,0
1420,MAKE-UP كريم اساس سينمائي تيجر فضي,0,0,10,0,18,0,15,0,13٫5,0,11٫5,0,2024/04/20,,,,,,,,,,,,,,,6223004848568,تيجر فضي,0,,0,MAKE-UP,كريم اساس سينمائي,,,,80,0,0,,1,نواقص,99999,,10,,2023/06/17,,,,,,,,2023/09/13,,-1,,,,,رويال/ادره المخازن,,,,0,44٫44,10,2022/02/14,,10,لا,18,15,13٫5,11٫5,0
1421,MAKE-UP كريم اساس سينمائي زيبرا بيوتي بلس,0,0,10٫12,0,18,0,15,0,13٫5,0,11٫5,0,2024/04/20,,,,,,,,,,,,,,,6223004848575,زيبرا بيوتي بلس,0,,0,MAKE-UP,كريم اساس سينمائي,,,,77٫94,0,0,,1,نواقص,99999,,10,,2023/10/12,,,,,,,,2023/04/17,,-1,,,,,معرض الوكيل للتجاره,,,,0,43٫8,10٫12,2021/09/13,,10٫12,لا,18,15,13٫5,11٫5,0
1422,MAKE-UP كريم اساس نارس,0,0,55,0,100,0,90,0,80,0,70,0,2022/12/05,,,,,,,,,,,,,,,607845055068,,0,,0,MAKE-UP,كريم اساس نارس,,,,81٫82,0,0,,1,نواقص,99999,,55,,2022/12/06,,,,,,,,2022/12/05,,-1,,,,,JO /النزهه الجديده,,,,0,45,55,2022/10/06,,55,لا,100,90,80,70,0
1423,MAKE-UP كريم كاركار السوداني,0,0,17,0,35,0,30,0,25,0,20,0,2024/01/12,,,,,,,,,,,,,,,038160,,0,,0,MAKE-UP,كريم كاركار السوداني,,,,105٫88,0,0,,1,نواقص,99999,,17,,2023/10/12,,,,,,,,2023/07/26,,-1,,,,,ميخائيل نجع حمادي,,,,0,51٫43,17,2022/12/13,,17,لا,35,30,25,20,0
1424,MAKE-UP كولاجين كريم اساس ENOUGH,0,0,55٫58,0,105,0,90,0,75,0,65,0,2022/08/25,,,,,,,,,,,,,,,8809474497062,,0,,0,MAKE-UP,كولاجين كريم اساس ENOUGH,,,,88٫93,0,0,,1,نواقص,99999,,55,,2022/08/26,,,,,,,,2022/08/25,,-1,,,,,JO /النزهه الجديده,,,,0,47٫07,55٫58,2021/09/11,,55٫58,لا,105,90,75,65,0
1425,MAKE-UP كونسيلر فيت مي,0,0,10,0,20,0,15,0,13,0,12,0,2024/01/12,,,,,,,,,,,,,,,6971605280651,,0,,0,MAKE-UP,كونسيلر فيت مي,,,,100,0,0,,1,نواقص,99999,,10,,2023/10/12,,,,,,,,2022/09/17,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,50,10,2021/11/11,,10,لا,20,15,13,12,0
1426,MAKE-UP لوس بوجر بنانا,14,0,8٫48,0,15,0,13,9,12,0,11,5,2026/02/26,,,,,,,,,,,,,,,038188,,0,,118٫7718,MAKE-UP,لوس بوجر بنانا,,,,76٫81,14,0,,1,نواقص,99999,,8٫5,,2026/02/26,,,,,,,,2026/02/26,,-1,,,,,ميخائيل نجع حمادي,,,,0,43٫44,8٫5,2025/10/21,,8٫48,لا,15,13,12,11,0
1427,MAKE-UP لوس بودر Mn,4,0,74٫27,0,105,0,95,1,90,1,85,2,2026/05/15,,,,,,,,,,,,,,,6923859200183,,0,,297٫0768,MAKE-UP,لوس بودر Mn,,,,41٫38,4,0,,1,نواقص,99999,,74٫58,,2025/08/30,,,,,,,,2025/08/30,,-1,,,,,Mahmoud Kilani,,,,0,29٫27,74٫58,2025/07/11,,74٫27,لا,105,95,90,85,0
1428,MAKE-UP لوس بودر جولد بريتى,0,0,19,0,40,0,35,0,30,0,25,0,2023/11/28,,,,,,,,,,,,,,,6951235422355,,0,,0,MAKE-UP,لوس بودر جولد بريتى,,,,110٫53,0,0,,1,نواقص,99999,,19,,2023/11/28,,,,,,,,2023/11/28,,-1,,,,,ميخائيل نجع حمادي,,,,0,52٫5,19,2023/08/08,,19,لا,40,35,30,25,0
1429,MAKE-UP لوس بودر كاتريس HD,0,0,41٫43,0,80,0,70,0,55,0,45,0,2024/01/12,,,,,,,,,,,,,,,4250587724134,,0,,0,MAKE-UP,لوس بودر كاتريس HD,,,,93٫1,0,0,,1,نواقص,99999,,41,,2022/04/18,,,,,,,,2022/04/18,,-1,,,,,JO /النزهه الجديده,,,,0,48٫21,41٫43,2021/09/11,,41٫43,لا,80,70,55,45,0
1430,MAKE-UP لوس هاي لايت كيس بيوتي 8502603,0,0,50٫52,0,90,0,80,0,70,0,60,0,2024/05/08,,,,,,,,,,,,,,,6903072372072,8502603,0,,0,MAKE-UP,لوس هاي لايت كيس بيوتي,,,,78٫13,0,0,,1,نواقص,1349,,50,,2024/05/08,,,,,,,,2024/05/08,,-1,,,,,JO /النزهه الجديده,,,,0,43٫86,50٫52,2021/09/11,,50٫52,لا,90,80,70,60,0
1431,MAKE-UP ماسكره كيكو ميلانو,0,0,17٫46,0,35,0,30,0,25,0,20,0,2024/01/12,,,,,,,,,,,,,,,8025272564960,,0,,0,MAKE-UP,ماسكره كيكو ميلانو,,,,100٫51,0,0,,1,نواقص,99999,,17,,2023/10/12,,,,,,,,2023/01/05,,-1,,,,,رويال/ادره المخازن,,,,0,50٫13,17,2022/02/14,,17٫46,لا,35,30,25,20,0
1432,MAKE-UP ماسكره ووتر بروف PRETTY WOMAN,0,0,25,0,35,0,30,0,30,0,27,0,2022/05/02,,,,,,,,,,,,,,,010022,PRETTY WOMAN,0,,0,MAKE-UP,ماسكره ووتر بروف,,,,40,0,0,MAKE-UP,1,---,99999,\us\134\pid\437\f132586553401736880070.png,25,,,,,,,,,,,,0,,,#ROYALELCHIM ,PRTTYWOMAN مسكره ووتر بروف,رصيد اول المده,,,,0,28٫57,25,2021/08/29,WATERPROOF MASCARA,25,لا,35,30,30,27,2
1433,MAKE-UP مثبت ESSENCE,0,0,25,0,50,0,45,0,40,0,35,0,2024/01/12,,,,,,,,,,,,,,,4251232220162,,0,,0,MAKE-UP,مثبت ESSENCE,,,,100,0,0,,1,نواقص,99999,,25,,2022/06/16,,,,,,,,2022/03/18,,-1,,,,,رويال/ادره المخازن,,,,0,50,25,2022/02/14,,25,لا,50,45,40,35,0
1434,MAKE-UP مثبت Karite,1,0,37٫4,0,70,0,65,0,60,0,55,1,2026/05/26,,,,,,,,,,,,,,,038288,,0,,37٫4,MAKE-UP,مثبت Karite,,,,87٫17,1,0,,1,نواقص,99999,,37٫5,,2026/05/26,,,,,,,,2026/05/26,,-1,,,,,ميخائيل نجع حمادي,,,,0,46٫57,37٫5,2025/09/16,,37٫4,لا,70,65,60,55,0
1435,MAKE-UP مثبت Lchear,1,0,70,0,130,0,120,0,110,0,100,1,2025/08/11,,,,,,,,,,,,,,,6923055516354,,0,,70,MAKE-UP,مثبت Lchear,,,,85٫71,1,0,,1,نواقص,99999,,70,,2025/08/11,,,,,,,,2025/08/11,,-1,,,,,ميخائيل نجع حمادي,,,,0,46٫15,70,2025/06/24,,70,لا,130,120,110,100,0
1436,MAKE-UP مثبت مكياج KISS BEAUTY207247,0,0,85٫89,0,165,0,135,0,115,0,100,0,2023/07/08,,,,,,,,,,,,,,,6903072390397,,0,,0,MAKE-UP,مثبت مكياج KISS BEAUTY207247,,,,92٫11,0,0,,1,نواقص,99999,,85,,2023/07/08,,,,,,,,2023/07/08,,-1,,,,,JO /النزهه الجديده,,,,0,47٫95,85٫89,2021/09/11,,85٫89,لا,165,135,115,100,0
1437,MAKE-UP مثبت مكياج ايفر بيوتى A1203E,0,0,50٫52,0,100,0,85,0,75,0,60,0,2023/06/18,,,,,,,,,,,,,,,038029,A1203E,0,,0,MAKE-UP,مثبت مكياج ايفر بيوتى,,,,97٫93,0,0,,1,نواقص,99999,,50,,2022/08/29,,,,,,,,2023/06/18,,-1,,,,,JO /النزهه الجديده,,,,0,49٫48,50٫52,2021/09/11,,50٫52,لا,100,85,75,60,0
1438,MAKE-UP مثبت مكياج ايفر بيوتى بخاخ A1204E,0,0,50٫52,0,100,0,85,0,75,0,60,0,2024/05/24,,,,,,,,,,,,,,,6995175312048,A1204E,0,,0,MAKE-UP,مثبت مكياج ايفر بيوتى بخاخ,,,,97٫93,0,0,,1,نواقص,99999,,50,,2024/05/24,,,,,,,,2024/05/24,,-1,,,,,JO /النزهه الجديده,,,,0,49٫48,50٫52,2021/09/11,,50٫52,لا,100,85,75,60,0
